,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
955,11/28/2011 11:20,1322475608,pm,71.31,40.73416222616933,1192.550049,-12.66824736,53.402409590536806,486.02,15.13,4.07,58.26,27.76,43.42,22.62,178.87,17.11,1.3823E+11,1.3823E+11,13.63,1.17,4.54,9.72,4.54,17500000000,9.72,8410000000,4.71,30.5,26.4,3390000000,1.95,17760000000,0.94,1.22,1.3823E+11,0.92,0.09,71,20620000,2.5,1.2,16370000.000000002,outperform
956,11/17/2011 9:12,1321517547,pnr,37.62,-17.75251421,1216.130005,7.514609251303522,-25.26712346,59.13,17.44,1.11,1.7,6.42,11.24,5.31,9.83,34.09,5010000000,5010000000,13.48,1.27,1.5,10.53,1.5,930640000,10.53,217010000,2.16,7.2,15.1,52670000,0.53,1360000000,1.78,22.15,5010000000,1.06,0.86,85,5820000,7.4,6.8,6160000,underperform
957,9/10/2004 13:01,1094817717,pnw,42,0,1123.920044,0,0,1.15,14.97,1.33,1.33,8.9,16.84,2.74,9.08,31.5,3840000000,6890000000,13.17,4.15,2.39,7.52,2.39,1650000000,7.52,256360000,2.805,61,6.8,271820000,2.98,3330000000,0.977,31.698,978050000,0.258,1,76.12,1740000,4.206,1.92,2100000,underperform
958,11/29/2004 14:24,1101734694,pnw,45.41,8.119047619,1178.569946,4.862436815834571,3.2566108032130385,1.106,17.61,1.52,1.4,8.6,18.21,2.44,8.16,29.967,4160000000,7080000000,14.28,4.55,2.58,7.84,2.58,1650000000,7.84,235670000,2.579,61,6.8,373060000,4.07,3290000000,0.846,32.507,927260000,0.253,0.95,73.18,1320000,3.796,1.46,1330000,outperform
959,9/7/2004 3:17,1094523464,pom,20.35,10.178668110449392,1121.300049,4.986705372007123,5.191962738442269,2.012,14.73,0.5,1.16,3.34,9.93,1.78,7.85,41.38,3510000000,9730000000,13.21,4.03,1.37,8.52,1.37,1300000000,8.52,237000000,1.382,46.1,68.1,83900000,0.49,6300000000,0.841,17.775999,552000000,0.232,0.99,41.82,3840000,8.491,2.25,3810000,outperform
960,10/26/2004 9:34,1098779653,pom,20.44,10.66594477531133,1111.089966,4.030740929928754,6.635203845382575,2.012,14.79,0.49,1.14,3.34,9.93,1.78,7.85,41.38,3530000000,9750000000,13.45,4.67,1.37,8.54,1.37,1300000000,8.54,237000000,1.382,46.1,68.1,83900000,0.49,6300000000,0.841,17.775999,552000000,0.225,0.99,41.84,5350000,5.851,3.13,3840000,outperform
961,5/11/2005 0:22,1115767355,pom,22.03,19.274499187872237,1171.109985,9.650382217552808,9.62411697,1.729,14.77,0.58,1.24,3.58,10.59,1.92,8.15,40.847,4150000000.0000005,10060000000,14.12,3.75,1.39,8.35,1.39,1490000000,8.35,259200000,1.49,127.9,0.7,29600000,0.16,5910000000,0.851,17.875,734600000,0.182,0.67,47.98,1540000,1.961,0.82,2049999.9999999998,outperform
962,5/9/2011 6:48,1304920117,pom,19.55,5.847319978,1346.290039,26.052394090068375,-20.20507411,110.46,137.68,0.62,1.03,0.45,9.47,2.76,3.27,31.43,9070000000,9070000000,15.04,2.3,1.29,8.55,1.29,1380000000,8.55,139000000,0.14,19.5,8.1,20000000,0.09,4680000000,0.98,18.79,9070000000,0.52,0.29,52.3,13180000,9,5.9,13150000,underperform
963,4/4/2005 23:20,1112656853,ppg,70.89,19.182918628110297,1176.119995,6.950145777499653,12.232772850610644,0.378,17.93,1.27,3.39,7.79,11.17,8.49,20.72,54.988,12210000000,12760000000,13.18,1.71,1.34,8.28,1.34,3510000000,8.28,683000000,3.95,38.3,8.6,709000000,4.12,1350000000,1.825,20.767,1020000000,0.805,0.98,61.88,1890000,2.569,1.11,2130000,outperform
964,4/27/2011 3:19,1303870746,ppg,93.97,57.985877605917956,1355.660034,23.276569463501158,34.70930814,106.21,20.3,1.12,4.12,5.73,10.18,5.85,22.7,81.6,17100000000.000002,17100000000.000002,13.66,1.66,1.27,9.31,1.27,5210000000,9.31,769000000,4.63,44.4,8.4,1980000000,12.32,4070000000.0000005,1.95,22.68,17100000000.000002,1.3,0.21,75.2,7000000,4.8,4.4,7280000,outperform
965,11/26/2004 5:54,1101444843,ppl,53.24,0,1182.650024,0,0,1.885,12.47,1.79,2.42,13.96,24.42,4.61,21.75,31.004,10060000000,17290000000,13.18,2.82,3.06,8.49,3.06,2480000000,8.49,778000000,4.269,166.9,2.9,778000000,4.12,7950000000,1.009,22.038,1380000000,0.609,0.97,57.7,2290000,2.304,1.22,1980000,underperform
966,6/8/2011 1:44,1307493852,ppl,27.63,-48.10293013,1279.560059,8.194312183094318,-56.29724231,154.92,11.69,1.89,1.57,12.93,25.67,4.69,15.07,18.4,28290000000,28290000000,11.23,106.8,3.36,9.31,3.36,2660000000,9.31,1110000000,2.36,60.4,3.2,1240000000,2.16,13630000000,1.17,17.6,28290000000,0.43,0.03,66.3,13600000,1.9,2.8,14510000,underperform
967,3/18/2005 5:17,1111123047,prgo,19.31,0,1189.650024,0,0,0.017,23.81,1.46,2.35,6.42,9.71,7.87,10.99,12.632,1380000000,1180000000,18.93,1.89,1.28,9.9,1.28,267959999.99999997,9.9,59240000,0.81,49.1,8.7,179240000,2.5,9760000,2.871,8.036,57120000,0.723,19.09,84.76,6560000,8.612,11.33,5370000,underperform
968,3/15/2011 9:09,1300180169,pru,61.26,34.01881426383723,1281.869995,16.186129638391492,17.832684625445737,103.04,10.66,0.78,0.92,8.32,11.51,0.54,10.9,82.29,24390000000,24390000000,8.03,0.94,0.64,5.3,0.64,18690000000,5.3,2710000000,5.75,90.5,6,40210000000,82.73,33930000000,1.14,66.72,24390000000,2.5,0.1,56.7,4840000,1.3,1,4870000,outperform
969,9/30/2011 3:23,1317349424,pru,48.06,5.141106978779264,1131.420044,2.549647328049518,2.5914596507297456,101.8,8.31,0.54,0.63,7.06,9.5,0.44,8.83,85.03,14390000000,14390000000,6.2,0.48,0.35,3.5,0.35,18690000000,3.5,2780000000,5.79,22.2,11.5,43850000000,90.23,36280000000,2.01,71.79,14390000000,2.57,0.1,61.6,6950000,1.2,1.4,5390000,outperform
970,1/4/2012 2:29,1325640580,pru,51.3,12.229271494202573,1277.300049,15.77191888342608,-3.542647389,95.87,8,0.52,0.64,6.92,9.84,0.49,8.97,94.67,10370000000,10370000000,7.37,0.61,0.23,2.19,0.23,18690000000,2.19,3120000000,6.41,23.3,50.4,49530000000,104.94,36240000000,1.99,78.39,12760000000,2.24,0.1,61.6,8990000,1.9,1.9,7920000,underperform
971,4/6/2011 1:42,1302054128,pwr,22.35,218.3760683760684,1335.540039,18.87316769025367,199.50290068581472,0.04,31.04,1.24,1.45,3.9,6.79,3.94,4.8,18.72,4340000000,4340000000,18.94,1.67,1.1,10.5,1.1,634420000,10.5,153180000,0.72,23.4,12.3,539220000,2.5,1330000,3.19,15.62,4340000000,1.05,11.17,80.8,9040000,3.8,4.4,9710000,outperform
972,1/19/2005 17:22,1106151750,px,42.16,0,1184.630005,0,0,0.857,20.83,2.2,4.09,10.94,16.88,8.18,21.44,18.906,13690000000,16640000000,17.64,2.03,2.65,10.29,2.65,2280000000,10.29,671000000,2.024,43,9.5,22000000,0.07,2890000000,0.97,10.375,1200000000,0.983,0.22,81.64,3430000,3.112,1.06,3570000,underperform
973,8/3/2004 22:54,1091570046,pxd,35.78,0,1099.689941,0,0,0.829,11.25,2.68,2.41,24.02,24.44,9.83,22.81,13.205,4300000000,5680000000,14.72,1.32,3.6,6.26,3.6,899910000,6.26,379080000,3.181,1437,82.9,9020000,0.08,1460000000,0.48,14.642,880520000,0.599,1,75.49,6330000,7.198,5.33,5320000,underperform
974,12/9/2004 10:00,1102582859,pxd,33.91,-5.226383454,1189.23999,8.143208886549226,-13.36959234,0.933,15.18,2.9,1.86,15.74,24.29,6.02,13.88,14.192,4940000000,7410000000,13.56,1.57,4.35,7.13,4.35,899910000,7.13,268180000,2.234,1437,82.9,2950000,0.02,2460000000,0.407,18.184,974480000,0.687,1.17,73.78,3320000,1.549,2.3,4600000,underperform
975,7/2/2004 17:30,1088785805,qcom,72.23,0,1125.380005,0,0,8.505,44.75,13.73,6.81,31.39,41.78,15.1,17.42,5.155,58520000000,52770000000,32.39,2.27,12.41,29.56,12.41,2540000000,29.56,1330000000,1.614,130.1,30.6,5610000000,6.92,8.505,8.505,10.578,2100000000,1.854,4.97,69.49,18690000,2.28,2.43,19770000,underperform
976,8/3/2004 14:38,1091540338,qcom,71.81,-0.581475841,1099.689941,-2.282790159,1.7013143174485532,8.813,36.69,12.55,6.4,34.88,44.16,17.64,20.15,5.62,58440000000,53150000000,30.56,1.69,11.38,25.68,11.38,2540000000,25.68,1630000000,1.957,130.1,30.6,5500000000,6.76,8.813,8.813,11.253,2220000000,1.717,4.99,69.6,16329999.999999998,1.669,2.11,18690000,outperform
977,10/20/2004 14:32,1098279130,qcom,43.35,-39.9833864,1103.660034,-1.930012165,-38.05337424,8.813,44.33,14.91,7.61,34.88,44.16,17.64,20.15,2.81,70560000000,64230000000.00001,36.12,2.11,13.75,31.03,13.75,2540000000,31.03,1630000000,0.978,130.1,30.6,5500000000,3.38,8.813,8.813,5.627,2220000000,1.756,4.99,68.93,34230000,2.699,2.21,34620000,underperform
978,1/25/2005 1:55,1106614558,qcom,36.54,-49.41160183,1168.410034,3.823599922587927,-53.23520175,7.711,33.74,12.7,6.39,36.09,42.36,17.82,20.02,3.001,59890000000,56090000000,25.2,1.5,11.08,26.12,11.08,3400000000,26.12,1830000000,1.083,107.9,22.9,6120000000,3.72,7.711,7.711,5.911,2470000000,1.227,2.47,68.81,20970000,1.749,1.31,18700000,underperform
979,2/7/2005 10:28,1107768537,qcom,36.95,-48.84397065,1201.719971,6.783483415453078,-55.62745406,7.711,34.12,12.13,6.11,36.09,42.36,17.82,20.02,3.001,60560000000,54690000000,25.31,1.47,10.8,25.47,10.8,3400000000,25.47,1830000000,1.08,107.9,22.9,6120000000,3.72,7.711,7.711,5.911,2400000000,1.227,2.47,67.29,17600000,1.406,1.1,20970000,underperform
980,11/3/2011 17:00,1320336058,qcom,55.74,-22.82984909,1261.150024,12.064371003286134,-34.8942201,4.86,22.83,6.35,3.33,29.48,32.27,8.63,18.04,8.41,78200000000,78200000000,16.06,0.96,5.67,14.36,5.67,7470000000,14.36,4179999999.9999995,2.44,34.9,34.2,10730000000,6.39,1280000000,2.88,15.67,78200000000,1.05,1.42,80.9,20650000,1.2,1.3,21630000,underperform
981,12/2/2011 19:28,1322850495,qcom,54.49,-24.56043195,1244.280029,10.565322244196086,-35.1257542,4.32,21.66,6.15,3.41,28.48,35.44,9.89,19.05,9.02,81510000000,81510000000,13.62,0.98,5.45,12.82,5.45,10080000000,12.82,4570000000,2.52,22.1,39.5,11650000000,6.93,1160000000,2.7,16.03,81510000000,1,1.42,80.9,19220000,1.1,1.2,17960000,underperform
982,1/31/2005 19:16,1107195416,r,45.34,-1.004366812,1181.27002,6.414964705977232,-7.419331518,1.193,15.43,0.57,1.98,3.84,6.14,3.58,14.15,76.448,2920000000,4500000000,13.66,1.03,0.9,4.06,0.9,1320000000,4.06,192400000,2.939,40.3,0.5,78390000,1.22,1720000000,1.001,22.405001,826690000,0.805,0.46,95,2049999.9999999998,2.323,3.2,1430000,underperform
983,4/15/2005 0:30,1113521456,r,40.19,-12.2489083,1142.619995,2.933168861992188,-15.18207716,1.181,12.23,0.51,1.76,4.19,6.43,3.95,15.24,78.425,2580000000,4330000000,11.19,0.84,0.84,3.81,0.84,3490000000,3.81,215610000,3.29,64,7.2,100970000,1.58,1780000000,0.844,23.483,883030000,0.635,1.55,95,3410000,5.269,5.41,2480000,underperform
984,7/14/2011 14:03,1310648601,rai,37.35,-45.62527297,1308.869995,16.302645022868774,-61.92791799,62.33,15.83,2.54,3.3,16.18,31.03,9.19,21.37,14.68,22830000000,22830000000,13.2,1.75,2.67,8.13,2.67,4390000000,8.13,1380000000,2.36,330.5,0.3,3000000000,5.15,4110000000.0000005,1.1,11.31,22830000000,0.68,0.06,45.9,5370000,2.3,2,4950000,underperform
985,11/11/2004 9:56,1100163395,rdc,24.27,4.657179818887444,1173.47998,12.44214658,-7.784966764,0.45,467.14,3.19,1.8,0.12,2.02,0.04,0.07,7.686,2590000000,2940000000,24.52,13.41,3.71,26.39,3.71,114340000,26.39,0.007,0.007,109,10,292980000,2.74,637300000,4.47,13.109,77320000,1.422,13.02,92.68,7620000,4.459,8.2,9090000,underperform
986,3/30/2005 13:55,1112190917,rdc,28.5,22.897800776196632,1181.410034,13.20199959179978,9.695801184396853,0.454,114.92,4.34,2.17,3.72,8,1.08,1.88,6.7,3080000000,3250000000,16.96,1.35,4.59,24.18,4.59,114340000,24.18,26370000,0.25,109,10,465980000,4.31,639270000,3.47,13.117,85060000,1.351,3.99,89.9,6580000,3.338,6.34,7550000,outperform
987,9/8/2004 19:16,1094667390,rhi,25.82,0,1116.27002,0,0,0.003,79.2,1.96,5.25,2.58,4.38,5.75,7.36,12.681,4450000000,3970000000,26.9,2.01,1.78,39.34,1.78,726740000,39.34,57550000,0.326,194.7,3.7,419510000,2.43,2380000,3.255,4.85,147080000,1.243,40.98,86.43,8990000,6.089,8.84,9200000,underperform
988,1/19/2005 17:32,1106152354,rhi,28.81,11.580170410534462,1184.630005,6.123964970411017,5.456205440123445,0.003,53.15,2.06,5.82,3.93,6.57,9.21,11.92,13.798,5000000000,4600000000,28.52,1.96,1.89,28.78,1.89,726740000,28.78,95780000,0.542,194.7,3.7,412570000,2.38,2360000,3.05,4.965,150320000,1.234,6.45,86.41,7070000,9.908,4.36,7400000,outperform
989,2/10/2005 4:36,1108006587,rhi,28.55,10.573199070487997,1197.01001,7.233016076164084,3.3401829943239125,0.003,52.58,2.05,5.82,3.93,6.57,9.21,11.92,13.875,4950000000,4600000000,21.31,1.25,1.89,28.75,1.89,726740000,28.75,95780000,0.54,194.7,3.7,412570000,2.38,2360000,3.05,4.965,150320000,1.376,6.45,86.39,7200000,7.728,4.44,7070000,outperform
990,4/18/2011 20:24,1303154663,rhi,29.22,13.168086754453906,1305.140015,16.919740888499362,-3.751654134,0.21,66.41,1.39,5.27,2.08,3.61,5.6,7.62,22.23,4090000000,4090000000,19.88,2.37,1.29,23.97,1.29,1190000000,23.97,63730000,0.44,83.2,15.5,315140000,2.15,1780000,2.38,5.71,4090000000,1.14,5.19,94.3,14410000,9.8,10.5,14660000,underperform
991,11/15/2011 5:33,1321331628,rhi,26.45,2.4399690162664562,1257.810059,12.679731289388208,-10.23976227,0.21,28.97,1.05,4.85,3.61,6.03,10.63,16.09,25.87,3600000000,3600000000,18.37,0.88,0.99,13.23,0.99,1190000000,13.23,130030000,0.91,114.2,20.5,242730000,1.7,1690000,2.08,5.54,3600000000,1.4,5.19,94.3,8790000,4.2,6.4,9790000,underperform
992,5/20/2004 14:52,1085061138,rl,32.17,0,1089.189941,0,0,0.221,19.23,1.27,2.48,6.47,10.41,8.1,13.72,25.172,3210000000,3150000000,13.35,1.41,1.25,9.18,1.25,1150000000,9.18,167640000,1.673,191.1,6.2,337700000,3.39,284750000,2.445,12.957,190300000,0.871,54.25,52.88,1960000,4.364,4.31,1760000,underperform
993,8/3/2004 23:26,1091572010,rl,33.12,2.953061858874715,1099.689941,0.9640191857041763,1.9890426731705384,0.195,19.67,1.27,2.36,6.3,10.33,7.98,13.33,26.242,3350000000,3310000000,11.96,1.14,1.25,9.27,1.25,1320000000,9.27,170950000,1.684,1.9,8.6,343480000,3.4,277340000,2.537,14.131,210610000,0.912,43.23,53.54,1330000,2.887,2.32,1060000,outperform
994,11/18/2004 19:55,1100804158,rl,40.72,26.57755672987254,1183.550049,8.663328997820761,17.914227732051778,0.182,20.33,1.38,2.64,6.93,11.21,9.22,14.76,28.693,4150000000.0000005,4200000000,13.99,1.29,1.43,10.02,1.43,1320000000,10.02,205700000,2.003,1.9,8.6,145980000,1.43,280950000,2.279,15.125,296970000,0.934,42.96,54.67,1240000,2.152,2.14,1450000,outperform
995,1/27/2005 11:43,1106822634,rl,38.79,20.57817842710599,1174.550049,7.837026838645754,12.741151588460236,0.182,19.37,1.32,2.51,6.93,11.21,9.22,14.76,28.693,3950000000,4090000000,13.33,1.18,1.39,9.76,1.39,1320000000,9.76,205700000,2.003,1.9,8.6,145980000,1.43,280950000,2.279,15.125,316540000,1.003,42.96,53.48,1320000,3.487,2.27,1010000,outperform
996,10/26/2004 8:05,1098774304,rok,40.45,0,1111.089966,0,0,0.448,23.82,1.69,4.4,7.47,9.42,8.1,19.61,22.73,7450000000,7880000000,19.26,1.32,1.81,12.19,1.81,1350000000,12.19,325000000,1.698,136.4,5,330000000,1.79,752000000,2.054,9.099,541700000,0.929,2.01,58.22,3790000,4.794,2.1,3320000,underperform
997,3/18/2005 7:24,1111130651,rok,58.7,45.11742892459827,1189.650024,7.070539776614275,38.04688915,0.385,26.51,2.33,5.47,9.12,11.81,10.07,22.92,24.306,10810000000,10990000000,19,1.3,2.39,14.23,2.39,1560000000,14.23,420000000,2.21,45.1,7.5,483000000,2.62,755000000,2.45,10.635,599200000,1.079,0.09,60.75,3810000,2.461,2.07,3390000,outperform
998,9/28/2011 5:07,1317182857,rok,57.98,43.337453646477115,1151.060059,3.5973768302394973,39.74007681623762,47.7,13.43,1.38,4.14,11,14.39,10.32,38.29,40.01,7740000000,7740000000,10.88,0.77,1.36,8.26,1.36,1940000000,8.26,625300000,4.32,50.3,19.6,1020000000,7.14,905000000,2.31,13.25,7740000000,1.76,0.52,72.4,2690000,1,1.9,2550000,outperform
999,11/14/2011 23:49,1321310986,rok,73.59,81.92830655,1251.780029,12.662346642054006,69.26595990924389,51.77,15.35,1.8,6.17,11.63,15.49,11.58,43.46,41.33,10690000000,10690000000,12.49,0.89,1.78,10.08,1.78,1940000000,10.08,697100000,4.8,53.7,21.9,988900000,6.85,905000000,5.92,12.11,10690000000,1.75,0.52,72.4,2410000,1.7,1.7,3050000,outperform
1000,4/13/2004 4:07,1081825643,rop,49.35,-2.451077288,1129.439941,0.085066728,-2.536144016,0.993,32.53,2.74,2.69,7.31,12.63,4.54,9.75,20.568,1810000000,2380000000,15.87,1.06,3.62,23.96,3.62,333760000,23.96,48060000,1.517,28.3,5.3,70230000,1.91,651110000,2.36,18.195,88090000,1.06,4.78,93.78,1490000,7.134,4.26,1450000,underperform
1001,6/23/2004 8:46,1087976797,rop,53.15,5.060288594583899,1144.060059,1.3806252016982916,3.6796633928856077,0.893,33.55,2.7,2.81,7.26,12.73,4.1,8.83,21.949,1960000000,2500000000,17.09,1.24,3.43,21.74,3.43,346140000,21.74,52900000,1.584,12.9,6.5,82360000,2.24,624310000,2.663,18.997999,90960000,1.051,4.91,95,1980000,13.736,5.65,1990000,outperform
1002,4/13/2005 0:46,1113349614,rop,64.98,28.44435659,1173.790039,4.0151407028062565,24.429215889405643,0.801,26.21,2.84,2.47,9.68,16.82,5.51,11.89,25.63,2760000000,3510000000,17.15,1.32,3.62,17.18,3.62,346140000,17.18,93850000,2.48,12.9,6.5,129419999.99999999,3.05,891890000,2.193,26.266001,115080000,1.113,4.19,95,1070000,3.227,2.62,1100000,outperform
1003,9/27/2004 8:06,1096268814,rost,23.32,-55.41961384,1103.52002,3.3219710595512564,-58.7415849,0.069,17.43,0.84,4.74,5.04,8.27,12.67,28.49,26.608,3440000000,3380000000,14.4,0.96,0.83,8.02,0.83,1000000000,8.02,205300000,1.338,13.4,11,108350000,0.73,50000000,1.534,4.908,250120000,1.061,3.39,92.52,5970000,3.708,4.19,5300000,underperform
1004,1/25/2005 9:30,1106641815,rost,28.65,-45.23035748,1168.410034,9.397587294009679,-54.62794478,0.068,22.61,1.02,5.7,4.67,7.68,11.65,26.32,27.2,4210000000,4200000000,18.6,1.24,1.02,10.34,1.02,1000000000,10.34,192900000,1.267,13.4,11,57790000,0.39,50000000,1.492,5.014,242820000,1.182,2.51,92.73,4860000,5.717,3.4,5700000,underperform
1005,3/29/2005 10:12,1112091172,rost,28.76,-45.02007264,1165.359985,9.112012887749058,-54.13208553,0.066,25.79,1,5.54,3.98,6.53,9.92,22.82,28.195,4219999999.9999995,4090000000,15.06,0.99,0.96,11.13,0.96,1000000000,11.13,168540000,1.12,13.4,11,182730000,1.24,50000000,1.593,5.191,242820000,1.092,2.51,92.41,5600000,4.461,3.92,6020000,underperform
1006,5/11/2005 4:30,1115782221,rost,26.21,-49.89485758,1171.109985,9.650382217552808,-59.5452398,0.065,23.17,0.91,5.02,4.01,6.58,10.03,22.74,28.199,3870000000,3740000000,13.87,0.93,0.88,9.99,0.88,960110000,9.99,169900000,1.13,25.5,8.1,182730000,1.24,50000000,1.578,5.218,298160000,0.632,2.66,93.43,5580000,4.925,3.88,5600000,underperform
1007,1/18/2011 4:47,1295322459,rost,63.85,22.060791435671952,1295.02002,21.252010478232638,0.8087809574393141,11.67,14.46,0.97,5.81,6.96,11.36,19.16,44.8,64.65,6890000000,6890000000,12.82,1.03,0.9,6.63,0.9,1860000000,6.63,535880000,4.42,15.5,7.5,734600000,6.28,150000000,1.53,10.98,6890000000,0.75,1.86,99.2,3350000,3,3.2,3670000,outperform
1008,3/21/2011 13:14,1300713240,rost,69.6,33.05295354616706,1298.380005,21.566604021293625,11.486349524873436,11.67,15.76,1.06,6.34,6.96,11.36,19.16,44.8,64.65,7590000000,7590000000,12.25,1.06,0.99,7.31,0.99,1860000000,7.31,535880000,4.42,15.5,7.5,734600000,6.28,150000000,1.53,10.98,7590000000,0.82,1.86,99.2,3790000,3.3,3.7,3760000,outperform
1009,10/7/2011 21:52,1318020740,rost,81.99,56.73867329382526,1155.459961,8.185079098893224,48.55359419493203,10.52,15.93,1.14,6.55,7.39,12.08,20.92,45.06,70.97,8970000000,8970000000,13.55,1.15,1.1,7.83,1.1,2140000000.0000002,7.83,604420000,5.15,14.7,9.3,513669999.99999994,4.44,150000000,1.61,12.34,8970000000,0.75,1.76,92.7,3080000,2,3.1,2900000,outperform
1010,6/22/2004 2:24,1087867474,rrc,13.97,0,1134.410034,0,0,1.303,25.92,3.09,3.65,12.68,19.8,4.18,14.51,4.428,795540000,1190000000,15.7,1.96,4.64,7.48,4.64,182970000,7.48,31040000,0.539,37.4,25.7,0.02,0.02,348610000,0.651,3.823,139560000,0.858,6.4,75.33,2820000,7.183,5.3,1730000,underperform
1011,12/1/2004 10:59,1101895177,rrc,20.74,48.460987831066554,1191.369995,5.021108708,43.439879123207575,1.232,44.99,5.07,3.95,11.55,18.34,3.32,10.52,4.447,1440000000,1990000000,15.48,1.29,7.13,12.16,7.13,182970000,12.16,29370000,0.461,37.4,25.7,0.01,0.01,503490000,0.519,5.164,174820000,0.897,6.76,87.65,4940000,8.695,7.62,4139999.9999999995,outperform
1012,10/26/2004 7:34,1098772486,rsg,29.64,0,1111.089966,0,0,0.706,21.59,1.72,2.45,8.37,16.11,4.94,11.59,16.374,4500000000,5730000000,16.65,1.59,2.2,8.6,2.2,912400000,8.6,218200000,1.373,25.9,6.5,65700000,0.43,1300000000,0.96,12.095,710100000,0.314,1.01,93.68,1380000,3.526,0.92,1240000,underperform
1013,2/7/2005 2:29,1107739775,rsg,33.24,12.145748987854256,1201.719971,8.15685568,3.988893307996557,0.717,22.12,1.89,2.73,8.88,16.9,5.31,12.62,16.924,5010000000,6220000000,18.89,1.65,2.34,8.84,2.34,912400000,8.84,236000000,1.5,25.9,6.5,115800000,0.77,1320000000,1.029,12.219,705400000,0.226,1.98,93.84,1360000,3.087,0.92,1000000,outperform
1014,4/27/2005 12:55,1114602901,rsg,32.79,10.627530364372465,1156.380005,4.076181082171701,6.551349282200764,0.723,21.42,1.77,2.64,8.79,16.7,5.34,12.75,17.432,4810000000,6020000000,17.35,1.75,2.22,8.46,2.22,993700000,8.46,237900000,1.53,34,7.6,141500000,0.97,1350000000,1.112,12.435,666300000,0.147,0.74,95,2120000,3.178,1.46,1560000,outperform
1015,8/17/2011 19:29,1313605757,rsh,12.42,-12.03966006,1193.890015,-6.204874049,-5.834786007,81.96,8.5,0.28,1.55,3.64,7.37,9.25,16.9,40.69,1370000000,1370000000,6.79,1.22,0.31,3.42,0.31,2009999999.9999998,3.42,166200000,1.46,53,2.1,552200000,5.53,662200000,3.32,8.1,1370000000,1.86,0.46,91.6,12380000,2.3,11.7,12550000,underperform
1016,11/14/2011 15:33,1321281227,rsh,13.14,-6.940509915,1251.780029,-1.656882956,-5.283626959,83.35,11.89,0.29,1.64,2.6,6.31,7.99,14.48,42.97,1310000000,1310000000,9.39,3.99,0.29,3.7,0.29,2009999999.9999998,3.7,123700000,1.11,99.3,3,667700000,6.69,666400000,2.82,8.01,1310000000,1.8,0.46,91.6,10920000,3.5,10.3,10290000,underperform
1017,2/17/2011 0:25,1297898738,rtn,50.94,39.94505494505494,1340.430054,19.30841602136181,20.63663892369313,36.5,10.43,0.73,1.89,7.31,10.35,6.79,18.59,67.57,18550000000,18550000000,9.19,1.34,0.74,6.13,0.74,5130000000,6.13,1800000000,4.89,8.9,3.3,3640000000,10.02,3610000000,1.48,26.86,18550000000,0.73,0.33,76.4,6710000,2.2,1.8,7040000,outperform
1018,8/17/2011 16:40,1313595648,rtn,41.4,13.736263736263737,1193.890015,6.265243880729858,7.471019855533879,34.94,7.62,0.57,1.42,7.9,11.2,7.52,19.63,70.33,15960000000,15960000000,7.47,0.91,0.63,5,0.63,4880000000,5,1930000000,5.44,110.6,4.2,2120000000,5.98,3610000000,1.51,28.85,15960000000,0.71,0.35,76.5,5630000,2,1.6,5910000,outperform
1019,11/22/2011 14:45,1321969536,rtn,43.44,19.34065934065934,1188.040039,5.744551757899419,13.59610758275992,34.71,8.89,0.59,1.46,7.04,11.07,7.45,17.99,70.97,16210000000,16210000000,8.31,0.96,0.64,5.14,0.64,4880000000,5.14,1790000000,4.89,31.2,2.2,2400000000,6.95,3610000000,1.41,29.65,16210000000,0.81,0.35,76.5,6030000,2.1,1.7,5910000,outperform
1020,4/13/2004 12:52,1081857158,s,42.5,-16.14048934,1129.439941,7.619007749,-23.75949709,1.281,3.27,0.23,1.53,8.37,2.91,7.52,53.4,142.953,9470000000,8620000000,10.07,1.61,0.21,2.75,0.21,14890000000,2.75,3400000000,13.004,146.9,0.6,9060000000,40.63,8199999999.999999,1.322,27.782,2520000000,0.552,0.46,81.29,14280000,7.102,6.43,14840000,underperform
1021,8/9/2004 23:37,1092091046,s,35.6,-29.75532755,1065.219971,1.499789543,-31.25511709,0.977,3.09,0.19,1.34,7.7,1.07,8.65,49.64,159.024,7580000000,9500000000,10.76,1.69,0.25,4.85,0.25,14890000000,4.85,2930000000,11.517,146.9,0.6,3560000000,16.73,5570000000,1.422,26.333,630000000,0.603,0.42,78.42,13730000,5.595,6.48,14320000,underperform
1022,10/19/2004 4:11,1098155486,s,37.39,-26.22336227,1103.22998,5.121584120165874,-31.34494639,0.977,3.25,0.21,1.4,7.7,1.07,8.65,49.64,159.024,7930000000,10010000000,11.26,1.97,0.26,5.11,0.26,14890000000,5.11,2930000000,11.517,146.9,0.6,3560000000,16.79,5570000000,1.422,26.889,363000000,0.558,0.43,77.82,13870000,6.4,6.57,12930000,underperform
